datetime,ghi (w/m2),dni (w/m2),dhi (w/m2),wet bulb temp (c),dew point temp (c),energy (kwh),month_sin,month_cos,rolling_mean
2011-12,183670.5,164035.5,73962.5,6088.13057,4955.95,148920.103786,-0.0,1.0,139513.296684
2012-01,185536.0,175112.5,67002.5,6518.725515,5184.5,166568.932311,0.5,0.866025,150819.599354
2012-02,146650.0,134328.5,64860.5,5827.565065,4848.4,127416.37016,0.866025,0.5,148237.945823
2012-03,140887.5,138064.0,63343.5,5769.08927,4432.6,134208.967653,1.0,0.0,144278.593477
2012-04,110009.5,101995.0,56462.5,5356.43744,4276.5,96431.929949,0.866025,-0.5,131156.550018
2012-05,94938.5,93059.0,51893.0,5335.668395,4388.7,89765.772588,0.5,-0.866025,111955.760087
2012-06,93967.0,87998.5,49992.0,4621.22837,3670.85,83660.546917,0.0,-1.0,101016.804277
2012-07,102629.0,90758.0,57597.0,4661.639815,3833.55,85369.118707,-0.5,-0.866025,88806.84204
2012-08,122221.0,117001.0,59560.5,4806.869835,3815.8,110994.409884,-0.866025,-0.5,92447.462024
2012-09,138901.5,128691.5,62090.5,4932.581025,3956.65,124224.937994,-1.0,-0.0,101062.253376
2012-10,153608.5,128074.0,72595.0,5389.21662,4329.3,122529.880743,-0.866025,0.5,110779.586832
2012-11,183217.0,172707.5,70329.5,5780.49498,4660.8,168006.401729,-0.5,0.866025,131438.907588
2012-12,186831.0,168202.0,68773.0,6613.879175,5632.65,152209.630519,-0.0,1.0,141742.712746
2013-01,194121.5,186254.5,67637.5,6405.441245,5247.9,178209.737754,0.5,0.866025,155238.912686
2013-02,151049.0,144334.0,58513.0,6003.87665,5113.55,137639.596974,0.866025,0.5,159016.341744
2013-03,131085.5,109263.5,68805.0,6304.377375,5611.15,102499.15311,1.0,0.0,142639.529589
2013-04,117225.0,112769.0,59922.0,6126.381795,5498.4,108111.416201,0.866025,-0.5,131614.97601
2013-05,113540.5,138074.0,47731.5,5522.398435,4881.25,132510.636279,0.5,-0.866025,120190.200641
2013-06,96057.5,115601.0,47634.5,5167.9663,4582.95,115371.745161,0.0,-1.0,114623.237688
2013-07,97269.0,91272.0,55808.0,5072.606895,4285.9,87649.802867,-0.5,-0.866025,110910.900127
2013-08,117797.5,109290.0,58580.5,5120.92423,4268.7,104299.056414,-0.866025,-0.5,109957.81018
2013-09,136866.5,118434.5,64257.5,4772.561385,3789.85,115160.48008,-1.0,-0.0,105620.27113
2013-10,165997.0,173185.0,57756.0,5221.3511,4189.5,169066.507907,-0.866025,0.5,119043.961817
2013-11,166549.5,142779.0,71169.0,5455.46505,4357.7,137251.105131,-0.5,0.866025,131444.287383
2013-12,193873.0,180598.5,69340.5,6024.36435,4949.0,161912.287358,-0.0,1.0,145847.595119
2014-01,188211.0,176213.0,70442.5,6074.761485,4637.1,169697.393201,0.5,0.866025,159481.823399
2014-02,159338.5,156204.0,55548.0,5412.62444,4141.6,150019.683448,0.866025,0.5,154720.117284
2014-03,131681.5,105347.5,67729.0,5837.23779,4687.05,98063.639813,1.0,0.0,144923.250955
2014-04,116822.0,111878.0,60422.0,5361.34247,4226.4,106984.704384,0.866025,-0.5,131191.355211
2014-05,103172.5,109351.0,49278.5,5450.112885,4536.0,104001.754642,0.5,-0.866025,114767.445571
2014-06,95576.5,102959.5,45925.5,4722.674575,3615.35,99696.595906,0.0,-1.0,102186.673686
2014-07,110920.0,121752.0,49100.5,4803.36636,3775.15,116651.584834,-0.5,-0.866025,106833.659941
2014-08,119487.0,119046.0,56541.0,4839.913885,3568.2,113591.27408,-0.866025,-0.5,108485.302366
2014-09,136459.5,123206.5,61464.5,5009.462165,3884.7,119093.206367,-1.0,-0.0,112258.165297
2014-10,156151.5,144458.5,65165.5,5304.268295,4253.75,140814.288131,-0.866025,0.5,122537.588353
2014-11,162099.5,124846.5,80903.0,5344.630145,4164.15,118857.265099,-0.5,0.866025,123089.008419
2014-12,197533.0,195485.0,67036.0,5548.063855,4132.15,178447.518995,-0.0,1.0,139303.069648
